lc,lr,hc,ln,ang,pk,gw,is_gw,iso,ld
tel-x-arttap,Asia,IN,Arttap,,8402,te,False,UNKNOWN,ltr
tel-x-bagata,Asia,IN,Bagata,,8039,te,False,UNKNOWN,ltr
tel-x-barda,Asia,IN,Barda,Barda,8260,te,False,UNKNOWN,ltr
tel-x-bestalu,Asia,IN,Bestalu/Bastalu,,7578,hi,False,UNKNOWN,ltr
tel-x-bheel,Asia,IN,Bheel,Bheel,8333,te,False,UNKNOWN,ltr
tel-x-bommala,Asia,IN,Bommala,Bommala,8404,te,False,UNKNOWN,ltr
tel-x-chamari,Asia,IN,Chamari (Telugu),,8335,te,False,UNKNOWN,ltr
tel-x-dasari,Asia,IN,Dasari,Dasari,8065,,False,UNKNOWN,ltr
tel-x-dhaba,Asia,IN,Dhaba,Dhaba,8406,te,False,UNKNOWN,ltr
tel-x-dudekula,Asia,IN,Dudekula,Dudekula,8332,te,False,UNKNOWN,ltr
tel-x-gamperukula,Asia,IN,Gamperukula,Gamperukula,8125,te,False,UNKNOWN,ltr
tel-x-ganibasha,Asia,IN,Ghani Bhasha,Ghani Bhasha,8126,te,False,UNKNOWN,ltr
tel-x-gusavu,Asia,IN,Gusavu,,8127,te,False,UNKNOWN,ltr
tel-x-kovi,Asia,IN,Kovi,Kovi,8409,te,False,UNKNOWN,ltr
tel-x-onda,Asia,IN,Onda,Onda,8407,te,False,UNKNOWN,ltr
tel-x-orku,Asia,IN,Orku,Orku,8410,te,False,UNKNOWN,ltr
tel-x-osti,Asia,IN,Osti,Osti,8411,te,False,UNKNOWN,ltr
tel-x-otiya,Asia,IN,Otiya,,8413,te,False,UNKNOWN,ltr
tel-x-pardhi,Asia,IN,Pardhi (Telugu script),,8375,te,False,UNKNOWN,ltr
tel-x-pichigunta,Asia,IN,Phichiguntala,,8412,te,False,UNKNOWN,ltr
tel-x-piya,Asia,IN,Piya,Piya,8414,te,False,UNKNOWN,ltr
tel-x-pusala,Asia,IN,Pusala,Pusala,8415,te,False,UNKNOWN,ltr
tel-x-sikaari,Asia,IN,Sikaari,,7772,te,False,UNKNOWN,ltr
tel-x-telingu,Asia,LK,Telingu,,7987,te,False,UNKNOWN,ltr
tel-x-thakan,Asia,IN,Thakan,Thakan,8417,te,False,UNKNOWN,ltr
tel-x-thalaboomi,Asia,IN,Thalaboomi,Thalaboomi,8130,te,False,UNKNOWN,ltr
tel-x-vadi,Asia,IN,Vadi,Vadi,8263,te,False,UNKNOWN,ltr
tel-x-yauedhi,Asia,IN,Yauedhi,,7590,te,False,UNKNOWN,ltr
tem,Africa,SL,Timne,Themne,6062,en,False,tem,ltr
teo,Africa,UG,Teso,Teso,6063,en,False,teo,ltr
teq,Africa,SD,Temein,Temein,6064,ar,False,teq,ltr
ter,Americas,BR,Tereno,Terêna,6065,pt,False,ter,ltr
tes,Asia,ID,Tengger,Tengger,6066,id,False,tes,ltr
tet,Asia,ID,Tetum,Tetun,6067,idb,False,tet,ltr
teu,Africa,UG,Soo,Soo,6068,en,False,teu,ltr
tev,Asia,ID,Teor,Teor,6069,id,False,tev,ltr
tew,Americas,US,Tewa (USA),Tewa,6070,en,False,tew,ltr
tex,Africa,SS,Tennet,Tennet,6071,ar,False,tex,ltr
te-x-bairag,Asia,IN,Bairag,,7693,te,False,UNKNOWN,ltr
te-x-budugaja,Asia,IN,Telugu Buduga Jangam,,7712,te,False,UNKNOWN,ltr
te-x-dhongri,Asia,IN,Dhongri,,7681,te,False,UNKNOWN,ltr
te-x-dokkalig,Asia,IN,Dokka,,7609,te,False,UNKNOWN,ltr
te-x-dommara,Asia,IN,Dommara,Dommara,8205,te,False,UNKNOWN,ltr
te-x-gangireddula,Asia,IN,Gangireddula,Gangireddula,8070,te,False,UNKNOWN,ltr
te-x-jangalu,Asia,IN,Telugu Jangalu,,7680,te,False,UNKNOWN,ltr
te-x-kabasha,Asia,IN,Kabasha,Kabasha,8048,te,False,UNKNOWN,ltr
te-x-kappalollu,Asia,IN,Kapalollu,Kapalollu,8050,te,False,UNKNOWN,ltr
te-x-katipapalu,Asia,IN,Katipapalu,Katipapalu,8051,te,False,UNKNOWN,ltr
te-x-muthrasi,Asia,IN,Muthrasi,Muthrasi,8052,te,False,UNKNOWN,ltr
te-x-nakkalol,Asia,IN,Nakkalollu,,7618,te,False,UNKNOWN,ltr
te-x-netaka,Asia,IN,Nethakani,,7716,te,False,UNKNOWN,ltr
te-x-paidi,Asia,IN,Paidi,,7576,te,False,UNKNOWN,ltr
te-x-pamuloll,Asia,IN,Pamulollu,,7619,te,False,UNKNOWN,ltr
te-x-yeloru,Asia,IN,Yeloru,Yeloru,8053,te,False,UNKNOWN,ltr
tey,Africa,SD,Tulishi,Tulishi,6072,ar,False,tey,ltr
tfi,Africa,BJ,Tofin Gbe,"Gbe, Tofin",6073,fr,False,tfi,ltr
tfn,Americas,US,Tanaina,Tanaina,6074,en,False,tfn,ltr
tfo,Asia,ID,Tefaro,Tefaro,6075,id,False,tfo,ltr
tfr,Americas,PA,Teribe,Teribe,6076,es-419,False,tfr,ltr
tft,Asia,ID,Ternate,Ternate,6077,id,False,tft,ltr
tg,Asia,TJ,"тоҷикӣ, toçikī, تاجیکی‎",Tajik,6078,ru,False,tgk,ltr
tga,Africa,KE,Sagalla,Sagalla,6079,sw,False,tga,ltr
tgb,Asia,MY,Tobilung,Tobilung,6080,ms,False,tgb,ltr
tgc,Pacific,PG,Tigak,Tigak,6081,tpi,False,tgc,ltr
tgd,Africa,NG,Ciwogai,Ciwogai,6082,en,False,tgd,ltr
tge,Asia,NP,Eastern Gorkha Tamang,"Tamang, Eastern Gorkha",6083,ne,False,tge,ltr
tgf,Asia,BT,Chalikha,Chalikha,6084,dz,False,tgf,ltr
tgh,Americas,TT,Tobagonian Creole English,Tobagonian Creole English,6085,en,False,tgh,ltr
tgi,Pacific,PG,Lawunuia,Lawunuia,6086,tpi,False,tgi,ltr
tgj,Asia,IN,Tagin,Tagin,6087,hi,False,tgj,ltr
tgk-UZ-lyuli,Asia,UZ,Lyuli,Lyuli,8270,ru,False,UNKNOWN,ltr
tgn,Asia,PH,Tandaganon,Tandaganon,6088,ceb,False,tgn,ltr
tgn-x-kadi,Asia,PH,Kadi,Kadi,8492,ceb,False,UNKNOWN,ltr
tgo,Pacific,PG,Sudest,Sudest,6089,tpi,False,tgo,ltr
tgp,Pacific,VU,Tangoa,Tangoa,6090,fr,False,tgp,ltr
tgq,Asia,MY,Tring,Tring,6091,ms,False,tgq,ltr
tgr,Asia,LA,Tareng,Tareng,6092,lo,False,tgr,ltr
tgs,Pacific,VU,Nume,Nume,6093,fr,False,tgs,ltr
tgt,Asia,PH,Central Tagbanwa,"Tagbanwa, Central",6094,en,False,tgt,ltr
tgu,Pacific,PG,Tanggu,Tanggu,6095,tpi,False,tgu,ltr
tgu-x-ang,Pacific,PG,Ang,Ang,8617,tpi,False,UNKNOWN,ltr
tgu-x-her,Pacific,PG,Her,Her,8616,tpi,False,UNKNOWN,ltr
tgv,Americas,BR,Tingui-Boto,Tingui-Boto,6096,pt,False,tgv,ltr
tgw,Africa,CI,Tagwana Senoufo,"Sénoufo, Tagwana",6097,fr,False,tgw,ltr
tgx,Americas,CA,Tagish,Tagish,6098,en,False,tgx,ltr
tgz,Pacific,AU,Tagalaka,Tagalaka,6099,en,False,tgz,ltr
th,Asia,TH,ไทย,Thai,6100,th,True,tha,ltr
thc,Asia,VN,Tai Hang Tong,Tai Hang Tong,6101,vi,False,UNKNOWN,ltr
thd,Pacific,AU,Thayore,Thayore,6102,en,False,thd,ltr
the,Asia,NP,मध्य क्षेत्रीय थारू,Madhya Ksetriya Tharu,6103,ne,False,the,ltr
thf,Asia,NP,Thangmi,Thangmi,6104,ne,False,thf,ltr
thh,Americas,MX,Northern Tarahumara,"Tarahumara, Northern",6105,es-419,False,thh,ltr
thi,Asia,LA,Tai Long,Tai Long,6106,lo,False,thi,ltr
thk,Africa,KE,Tharaka,Kitharaka,6107,sw,False,thk,ltr
thl,Asia,NP,Dangaura Tharu,"Tharu, Dangaura",6108,ne,False,thl,ltr
thm,Asia,TH,ภาษาข่าตองเหลือง,Aheu,6109,th,False,thm,ltr
thn,Asia,IN,Thachanadan,Thachanadan,6110,ml,False,thn,ltr
thp,Americas,CA,Thompson,Thompson,6111,en,False,thp,ltr
thq,Asia,NP,मध्य-पूर्विया थारू,"Tharu, Kochila",6112,ne,False,thq,ltr
thr,Asia,NP,Rana Tharu,"Tharu, Rana",6113,ne,False,thr,ltr
ths,Asia,NP,Thakali,Thakali,6114,ne,False,ths,ltr
tht,Americas,CA,Tahltan,Tahltan,6115,en,False,tht,ltr
thu,Africa,SS,Thuri,Thuri,6116,ar,False,thu,ltr
thv,Africa,DZ,تماهق,"Tamahaq, Tahaggart",6117,ar,False,thv,ltr
thw,Asia,NP,Thudam,Thudam,6118,ne,False,thw,ltr
thy,Africa,NG,Tha,Tha,6119,en,False,thy,ltr
thz,Africa,NE,Tayart Tamajeq,"Tamajeq, Tayart",6120,fr,False,thz,ltr
ti,Africa,ET,ትግርኛ,Tigrinya,6121,am,False,tir,ltr
tia,Africa,DZ,Tidikelt Tamazight,"Tamazight, Tidikelt",6122,ar,False,tia,ltr
tic,Africa,SD,Tira,Tira,6123,ar,False,tic,ltr
tid,Asia,ID,Tidong,Tidong,6124,id,False,UNKNOWN,ltr
tid-x-menabursemido,Asia,ID,Menabur Semido,Menabur Semido,8055,id,False,UNKNOWN,ltr
tid-x-punanmabung,Asia,ID,Punan Mabung,Punan Mabung,8057,id,False,UNKNOWN,ltr
tid-x-punansemolon,Asia,ID,Punan Semolon,Punan Semolon,8054,id,False,UNKNOWN,ltr
tid-x-punantarau,Asia,ID,Punan Tarau,Punan Tarau,8058,id,False,UNKNOWN,ltr
tid-x-punantebunyau,Asia,ID,Punan Tebunyau,Punan Tebunyau,8056,id,False,UNKNOWN,ltr
tif,Pacific,PG,Tifal,Tifal,6125,tpi,False,tif,ltr
tig,Africa,ER,Tigre,Tigré,6126,ar,False,tig,ltr
tih,Asia,MY,Timugon Murut,Timugon Murut,6127,ms,False,tih,ltr
tii,Africa,CD,Tiene,Tiene,6128,fr,False,tii,ltr
tij,Asia,NP,Tilung,Tilung,6129,ne,False,tij,ltr
tik,Africa,CM,Tikar,Tikar,6130,fr,False,tik,ltr
tim,Pacific,PG,Timbe,Timbe,6131,tpi,False,tim,ltr
tin,Europe,RU,Тиндинский,Tindi,6132,ru,False,tin,ltr
tio,Pacific,PG,Teop,Teop,6133,tpi,False,tio,ltr
tip,Asia,ID,Trimuris,Trimuris,6134,id,False,tip,ltr
tiq,Africa,BF,Tiéfo,Tiéfo,6135,fr,False,tiq,ltr
tis,Asia,PH,Masadiit Itneg,"Itneg, Masadiit",6136,ilo,False,tis,ltr
tis-x-abra,Asia,PH,Abra Mabaka,,7746,ilo,False,UNKNOWN,ltr
tit,Americas,CO,Tinigua,Tinigua,6137,es-419,False,tit,ltr
tiu,Asia,PH,Adasen,Adasen,6138,ilo,False,tiu,ltr
tiv,Africa,NG,Tiv,Tiv,6139,en,False,tiv,ltr
tiw,Pacific,AU,Tiwi,Tiwi,6140,en,False,tiw,ltr
tix,Americas,US,Southern Tiwa,"Tiwa, Southern",6141,en,False,tix,ltr
ti-x-eritra,Africa,ET,Eritrean Tigrinya,,7711,am,False,UNKNOWN,ltr
tiy,Asia,PH,Tiruray,Tiruray,6142,en,False,tiy,ltr
tiz,Asia,CN,红金傣语,Tai Hongjin,6143,zh,False,tiz,ltr
tja,Africa,LR,Tajuasohn,Tajuasohn,6144,en,False,tja,ltr
tjg,Asia,ID,Tunjung,Tunjung,6145,id,False,tjg,ltr
tji,Asia,CN,土家语,"Tujia, Northern",6146,zh,False,tji,ltr
tjl,Asia,MM,Tai Laing,Tai Laing,6147,my,False,tjl,ltr
tjm,Americas,US,Timucua,Timucua,6148,,False,tjm,ltr
tjo,Africa,DZ,تاشلحيت,"Tamazight, Temacine",6149,ar,False,tjo,ltr
tjs,Asia,CN,土家语,"Tujia, Southern",6150,zh,False,tjs,ltr
tjw,Pacific,AU,Djabwurrung,Djabwurrung,6151,en,False,tjw,ltr
tk,Asia,TM,"Türkmen, Түркмен",Turkmen,6152,ru,False,tuk,rtl
tka,Americas,BR,Truká,Truká,6153,pt,False,tka,ltr
tkb,Asia,IN,Buksa,Buksa,6154,hi,False,tkb,ltr
tkd,Asia,TL,Tukudede,Tukudede,6155,pt,False,tkd,ltr
tke,Africa,MZ,Takwane,Takwane,6156,pt,False,tke,ltr
tkg,Africa,MG,Tesaka Malagasy,"Malagasy, Tesaka",6157,plt,False,tkg,ltr
tkl,Pacific,TK,Tokelau,Tokelauan,6158,en,False,tkl,ltr
tkm,Americas,US,Takelma,Takelma,6159,,False,tkm,ltr
tkn,Asia,JP,シマグチ,Toku-No-Shima,6160,ja,False,tkn,ltr
tkp,Pacific,SB,Tikopia,Tikopia,6161,pis,False,tkp,ltr
tkq,Africa,NG,Tee,Tee,6162,en,False,tkq,ltr
tkr,Asia,AZ,Saxur dili,Tsakhur,6163,ru,False,tkr,ltr
tks,Asia,IR,Takestani,Takestani,6164,fa,False,tks,rtl
tkt,Asia,NP,Kathoriya Tharu,"Tharu, Kathariya",6165,ne,False,tkt,ltr
tku,Americas,MX,Upper Necaxa Totonac,"Totonac, Upper Necaxa",6166,es-419,False,tku,ltr
tkv,Pacific,PG,Mur Pano,Mur Pano,6167,tpi,False,tkv,ltr
tkw,Pacific,SB,Teanu,Teanu,6168,pis,False,tkw,ltr
tkx,Asia,ID,Tangko,Tangko,6169,id,False,tkx,ltr
tkz,Asia,VN,Takua,Takua,6170,vi,False,tkz,ltr
tl,Asia,PH,Wikang Tagalog,Tagalog,6171,tl,True,tgl,ltr
tla,Americas,MX,Southwestern Tepehuan,"Tepehuan, Southwestern",6172,es-419,False,tla,ltr
tlb,Asia,ID,Tobelo,Tobelo,6173,id,False,tlb,ltr
tlc,Americas,MX,Yecuatla Totonac,"Totonac, Yecuatla",6174,es-419,False,tlc,ltr
tld,Asia,ID,Talaud,Talaud,6175,id,False,tld,ltr
tlf,Pacific,PG,Telefol,Telefol,6176,tpi,False,tlf,ltr
tlg,Asia,ID,Tofanma,Tofanma,6177,id,False,tlg,ltr
tlh,,,Klingon,Klingon,6178,,False,tlh,ltr
tli,Americas,US,Tlingit,Tlingit,6179,en,False,tli,ltr
tlj,Africa,UG,Talinga-Bwisi,Talinga-Bwisi,6180,en,False,tlj,ltr
tlk,Asia,ID,Taloki,Taloki,6181,id,False,tlk,ltr
tll,Africa,CD,Tetela,Tetela,6182,fr,False,tll,ltr
tlm,Pacific,VU,Tolomako,Tolomako,6183,fr,False,tlm,ltr
tln,Asia,ID,Talondo',Talondo’,6184,id,False,tln,ltr
tlo,Africa,SD,Talodi,Talodi,6185,ar,False,tlo,ltr
tlp,Americas,MX,Filomena Mata-Coahuitlán Totonac,"Totonac, Filomena Mata-Coahuitlán",6186,es-419,False,tlp,ltr
tlq,Asia,MM,Tai Loi,Tai Loi,6187,my,False,tlq,ltr
tlr,Pacific,SB,Talise,Talise,6188,pis,False,tlr,ltr
tlr-x-kuma,Pacific,SB,Kuma,Kuma,8642,en,False,UNKNOWN,ltr
tlr-x-riva,Pacific,SB,Riva,Riva,8641,en,False,UNKNOWN,ltr
tlr-x-tolo,Pacific,SB,Tolo,Tolo,8629,en,False,UNKNOWN,ltr
tls,Pacific,VU,Tambotalo,Tambotalo,6189,fr,False,tls,ltr
tlt,Asia,ID,Teluti,Teluti,6190,id,False,tlt,ltr
tlu,Asia,ID,Tulehu,Tulehu,6191,id,False,tlu,ltr
tlv,Asia,ID,Taliabu,Taliabu,6192,id,False,tlv,ltr
tlx,Pacific,PG,Khehek,Khehek,6193,tpi,False,tlx,ltr
tly,Asia,AZ,Talış dili,Talysh,6194,ru,False,tly,ltr
tma,Africa,TD,Tama (Chad),Tama,6195,ar,False,tma,ltr
tmb,Pacific,VU,Katbol,Avava,6196,fr,False,tmb,ltr
tmc,Africa,TD,Tumak,Tumak,6197,ar,False,tmc,ltr
tmd,Pacific,PG,Haruai,Haruai,6198,tpi,False,tmd,ltr
tme,Americas,BR,Tremembé,Tremembé,6199,pt,False,tme,ltr
tmf,Americas,PY,Toba-Maskoy,Toba-Maskoy,6200,es-419,False,tmf,ltr
tmh,Africa,ML,Tamashek,,6201,fr,False,tmh,ltr
tmi,Pacific,VU,Tutuba,Tutuba,6202,fr,False,tmi,ltr
tmj,Asia,ID,Samarokena,Samarokena,6203,id,False,tmj,ltr
tmk,Asia,NP,Northwestern Tamang,"Tamang, Northwestern",6204,ne,False,tmk,ltr
tml,Asia,ID,Tamnim Citak,"Citak, Tamnim",6205,id,False,tml,ltr
tmm,Asia,VN,Tai Thanh,Tai Thanh,6206,vi,False,tmm,ltr
tmn,Asia,ID,Dayak Taman Kapuas,Dayak Taman Kapuas,6207,id,False,tmn,ltr
tmn-x-dayaktamambaloh,Asia,ID,Dayak Tamambaloh,Dayak Tamambaloh,8068,id,False,UNKNOWN,ltr
tmn-x-nangataman,Asia,ID,Dayak Nanga Taman,,7966,id,False,UNKNOWN,ltr
tmn-x-tamansesat,Asia,ID,Taman Sesat,,7891,id,False,UNKNOWN,ltr
tmo,Asia,MY,Temoq,Temoq,6208,ms,False,tmo,ltr
tmp,Asia,LA,Tai Mène,Tai Mène,6209,lo,False,UNKNOWN,ltr
tmq,Pacific,PG,Tumleo,Tumleo,6210,tpi,False,tmq,ltr
tmr,Asia,IL,ארמית בבלית (ca. 200-1200 CE),Jewish Babylonian Aramaic,6211,en,False,tmr,ltr
tms,Africa,SD,Tima,Tima,6212,ar,False,tms,ltr
tmt,Pacific,VU,Tasmate,Tasmate,6213,fr,False,tmt,ltr
tmu,Asia,ID,Iau,Iau,6214,id,False,tmu,ltr
tmv,Africa,CD,Tembo (Motembo),Tembo,6215,fr,False,tmv,ltr
tmw,Asia,MY,Temuan,Temuan,6216,ms,False,tmw,ltr
tmy,Pacific,PG,Tami,Tami,6217,tpi,False,tmy,ltr
tn,Africa,BW,Setswana,Tswana,6218,en,False,tsn,ltr
tna,Americas,BO,Tacana,Tacana,6219,es-419,False,tna,ltr
tnb,Americas,CO,Western Tunebo,"Tunebo, Western",6220,es-419,False,tnb,ltr
tnc,Americas,CO,Tanimuca-Retuarã,Tanimuca-Retuarã,6221,es-419,False,tnc,ltr
tnd,Americas,CO,Angosturas Tunebo,"Tunebo, Angosturas",6222,es-419,False,tnd,ltr
tne,Asia,PH,Tinoc Kallahan,"Kallahan, Tinoc",6223,ilo,False,UNKNOWN,ltr
tng,Africa,TD,Tobanga,Tobanga,6224,ar,False,tng,ltr
tnh,Pacific,PG,Maiani,Maiani,6225,tpi,False,tnh,ltr
tnh-x-gugubar,Pacific,PG,Gugubar,Gugubar,8524,tpi,False,UNKNOWN,ltr
tnh-x-sereken,Pacific,PG,Sereken,Sereken,8638,tpi,False,UNKNOWN,ltr
tnh-x-wagimuda,Pacific,PG,Wagimuda,Wagimuda,8597,tpi,False,UNKNOWN,ltr
tni,Asia,ID,Tandia,Tandia,6226,id,False,tni,ltr
tnk,Pacific,VU,Kwamera,Kwamera,6227,fr,False,tnk,ltr
tnl,Pacific,VU,Lenakel,Lenakel,6228,fr,False,tnl,ltr
tnm,Asia,ID,Tabla,Tabla,6229,id,False,tnm,ltr
tnm-x-yewena,Asia,ID,Yewena,,8445,id,False,UNKNOWN,ltr
tnm-x-yokari,Asia,ID,Yokari,Yokari,8446,id,False,UNKNOWN,ltr
tnn,Pacific,VU,North Tanna,"Tanna, North",6230,fr,False,tnn,ltr
tno,Americas,BO,Toromono,Toromono,6231,es-419,False,tno,ltr
tnp,Pacific,VU,Whitesands,Whitesands,6232,fr,False,tnp,ltr
tnq,Americas,PR,Taino,Taíno,6233,es-419,False,tnq,ltr
tnr,Africa,SN,Ménik,Ménik,6234,fr,False,tnr,ltr
tns,Pacific,PG,Tenis,Tenis,6235,tpi,False,tns,ltr
tnt,Asia,ID,Tontemboan,Tontemboan,6236,id,False,tnt,ltr
tnu,Asia,LA,Tay Khang,Tay Khang,6237,lo,False,tnu,ltr
tnv,Asia,BD,Tangchangya,Tangchangya,6238,bn,False,tnv,ltr
tnw,Asia,ID,Tonsawang,Tonsawang,6239,id,False,tnw,ltr
tnx,Pacific,SB,Tanema,Tanema,6240,pis,False,tnx,ltr
tny,Africa,TZ,Tongwe,Tongwe,6241,sw,False,tny,ltr
tnz,Asia,TH,Ten'edn,Tonga,6242,th,False,tnz,ltr
to,Pacific,TO,faka Tonga,Tonga (Tonga Islands),6243,en,False,ton,ltr
tob,Americas,AR,Toba,Toba,6244,es-419,False,tob,ltr
toc,Americas,MX,Coyutla Totonac,"Totonac, Coyutla",6245,es-419,False,toc,ltr
tod,Africa,GN,Toma,Toma,6246,fr,False,tod,ltr
tof,Pacific,PG,Gizrra,Gizrra,6247,tpi,False,tof,ltr
tog,Africa,MW,Tonga (Nyasa),Tonga,6248,en,False,tog,ltr
toh,Africa,MZ,Gitonga,Tonga,6249,pt,False,toh,ltr
toi,Africa,ZM,Tonga (Zambia),Tonga,6250,en,False,toi,ltr
toi-x-tokaleya,Africa,ZM,Toka-Leya,Toka-Leya Tonga,8123,en,False,UNKNOWN,ltr
toj,Americas,MX,Tojolabal,Tojolabal,6251,es-419,False,toj,ltr
tol,Americas,US,Tolowa,Tolowa,6252,en,False,tol,ltr
tom,Asia,ID,Tombulu,Tombulu,6253,id,False,tom,ltr
tom-x-bahunt,Asia,ID,Borgo Bahuntehu,,7686,id,False,UNKNOWN,ltr
tom-x-borgo,Asia,ID,Borgo,,7685,id,False,UNKNOWN,ltr
too,Americas,MX,Xicotepec De Juárez Totonac,"Totonac, Xicotepec de Juárez",6254,es-419,False,too,ltr
top,Americas,MX,Papantla Totonac,"Totonac, Papantla",6255,es-419,False,top,ltr
toq,Africa,SS,Toposa,Toposa,6256,ar,False,toq,ltr
tor,Africa,CD,Vara Banda,"Banda, Vara",6257,fr,False,tor,ltr
tor-x-togbobanda,Africa,CD,Togbo Banda,Togbo Banda,8735,fr,False,UNKNOWN,ltr
tos,Americas,MX,Highland Totonac,"Totonac, Highland",6258,es-419,False,tos,ltr
tou,Asia,VN,Thổ,Tho,6259,vi,False,tou,ltr
tov,Asia,IR,Upper Taromi,"Taromi, Upper",6260,fa,False,tov,ltr
tow,Americas,US,Jemez,Jemez,6261,en,False,tow,ltr
tox,Pacific,PW,Tobian,Tobian,6262,en,False,tox,ltr
toy,Asia,ID,Topoiyo,Topoiyo,6263,id,False,toy,ltr
toz,Africa,CM,To,To,6264,fr,False,toz,ltr
tpa,Pacific,PG,Taupota,Taupota,6265,tpi,False,tpa,ltr
tpc,Americas,MX,Azoyú Me'phaa,"Me’phaa, Azoyú",6266,es-419,False,tpc,ltr
tpe,Asia,BD,Tippera,Tippera,6267,bn,False,tpe,ltr
tpf,Asia,ID,Tarpia,Tarpia,6268,id,False,tpf,ltr
tpg,Asia,ID,Kula,Kula,6269,id,False,tpg,ltr
tpi,Pacific,PG,Tok Pisin,Tok Pisin,6270,,True,tpi,ltr
tpi-x-pngsl,Pacific,PG,Papua New Guinea Sign Language,,7627,,False,UNKNOWN,ltr
tpj,Americas,PY,Tapieté,Ñandeva,6271,es-419,False,tpj,ltr
tpk,Americas,BR,Tupinikin,Tupinikin,6272,pt,False,tpk,ltr
tpl,Americas,MX,Tlacoapa Me'phaa,"Me’phaa, Tlacoapa",6273,es-419,False,tpl,ltr
tpm,Africa,GH,Tampulma,Tampulma,6274,en,False,tpm,ltr
tpn,Americas,BR,Tupinambá,Tupi,6275,,False,tpn,ltr
tpo,Asia,LA,Tai Pao,Tai Pao,6276,lo,False,tpo,ltr
tpp,Americas,MX,Pisaflores Tepehua,"Tepehua, Pisaflores",6277,es-419,False,tpp,ltr
tpq,Asia,IN,Tukpa,Tukpa,6278,hi,False,tpq,ltr
tpr,Americas,BR,Tuparí,Tuparí,6279,pt,False,tpr,ltr
tpt,Americas,MX,Tlachichilco Tepehua,"Tepehua, Tlachichilco",6280,es-419,False,tpt,ltr
tpu,Asia,KH,Tampuan,Tampuan,6281,km,False,tpu,ltr
tpv,Pacific,MP,Tanapag,Tanapag,6282,en,False,tpv,ltr
tpw,Americas,BR,Tupí,Tupi,6283,,False,tpw,ltr
tpx,Americas,MX,Acatepec Me'phaa,"Me’phaa, Acatepec",6284,es-419,False,tpx,ltr
tpy,Americas,BR,Trumai,Trumai,6285,pt,False,tpy,ltr
tpz,Pacific,PG,Tinputz,Tinputz,6286,tpi,False,tpz,ltr
tqb,Americas,BR,Tembé,Tembé,6287,pt,False,tqb,ltr
tql,Pacific,VU,Lehali,Lehali,6288,fr,False,tql,ltr
tqm,Pacific,PG,Turumsa,Turumsa,6289,tpi,False,tqm,ltr
tqn,Americas,US,Tenino,Tenino,6290,en,False,tqn,ltr
tqo,Pacific,PG,Toaripi,Toaripi,6291,tpi,False,tqo,ltr
tqo-x-kaipi,Pacific,PG,Kaipi,Kaipi,8644,tpi,False,UNKNOWN,ltr
tqo-x-melaripi,Pacific,PG,Melaripi,Melaripi,8643,tpi,False,UNKNOWN,ltr
tqp,Pacific,PG,Tomoip,Tomoip,6292,tpi,False,tqp,ltr
tqq,Africa,SO,Tunni,Tunni,6293,ar,False,tqq,ltr
tqr,Africa,SD,Torona,Torona,6294,ar,False,tqr,ltr
tqt,Americas,MX,Western Totonac,"Totonac, Ozumatlán",6295,es-419,False,tqt,ltr
tqu,Pacific,SB,Touo,Touo,6296,pis,False,tqu,ltr
tqw,Americas,US,Tonkawa,Tonkawa,6297,en,False,tqw,ltr
tr,Asia,TR,Türkçe,Turkish,6298,,True,tur,ltr
tra,Asia,AF,Tirahi,Tirahi,6299,ps,False,tra,ltr
trb,Pacific,PG,Terebu,Terebu,6300,tpi,False,trb,ltr
trc,Americas,MX,Copala Triqui,"Triqui, Copala",6301,es-419,False,trc,ltr
trd,Asia,IN,Turi,Turi,6302,hi,False,trd,ltr
tre,Asia,ID,East Tarangan,"Tarangan, East",6303,id,False,tre,ltr
trf,Americas,TT,Trinidadian Creole English,Trinidadian Creole English,6304,en,False,trf,ltr
trg,Asia,IL,יהודית-תימנית,Lishán Didán,6305,en,False,trg,rtl
trh,Pacific,PG,Turaka,Turaka,6306,tpi,False,trh,ltr
tri,Americas,SR,Trió,Trió,6307,nl,False,tri,ltr
trj,Africa,TD,Toram,Toram,6308,ar,False,trj,ltr
trl,Europe,GB,Traveller Scottish,Traveller Scottish,6309,en,False,trl,ltr
trm,Asia,AF,Tregami,Tregami,6310,ps,False,trm,ltr
trn,Americas,BO,Trinitario,Trinitario,6311,es-419,False,trn,ltr
tro,Asia,IN,Tarao Naga,"Naga, Tarao",6312,en,False,tro,ltr
trp,Asia,IN,Kok Borok,Kok Borok,6313,bn,False,trp,ltr
trp-x-molsom,Asia,IN,Molsom,,7598,bn,False,UNKNOWN,ltr
trq,Americas,MX,San Martín Itunyoso Triqui,"Triqui, San Martín Itunyoso",6314,es-419,False,trq,ltr
trr,Americas,PE,Taushiro,Taushiro,6315,es-419,False,trr,ltr
trs,Americas,MX,Chicahuaxtla Triqui,"Triqui, Chicahuaxtla",6316,es-419,False,trs,ltr
trt,Asia,ID,Tunggare,Tunggare,6317,id,False,trt,ltr
tru,Asia,TR,ܛܘܪܝܐ,Turoyo,6318,tr,False,tru,ltr
trv,Asia,TW,Taroko,Taroko,6319,zh,False,trv,ltr
trw,Asia,PK,توروالی,Torwali,6320,ur,False,trw,ltr
trx,Asia,MY,Tringgus-Sembaan Bidayuh,"Bidayuh, Tringgus-Sembaan",6321,ms,False,trx,ltr
trz,Americas,BR,Torá,Torá,6322,pt,False,trz,ltr
